weight,diameter,TreeID
80.01,59,5
80.47,59,5
80.78,59,5
79.71,59,5
84.51,59,5
81.76,59,5
83.16,59,5
83.43,59,5
84.26,60,5
86.12,60,5
83.17,60,5
87.23,60,5
87.78,60,5
82.99,60,5
82.91,60,5
90.84,61,5
89.28,61,5
90.56,61,5
91.66,62,5
90.81,62,5
93.28,62,5
93.20,62,5
92.96,62,5
93.86,62,5
95.78,62,5
91.31,62,5
99.61,63,5
95.06,63,5
96.45,63,5
92.51,63,5
100.12,63,5
104.70,64,5
102.25,64,5
100.08,64,5
103.78,64,5
104.94,64,5
103.84,64,5
108.35,64,5
101.95,65,5
106.00,65,5
108.09,66,5
112.20,66,5
111.54,66,5
112.46,66,5
110.90,66,5
109.85,67,5
102.56,67,5
113.56,67,5
116.88,67,5
113.86,67,5
120.11,67,5
112.54,67,5
115.80,67,5
82.39,59,6
84.62,60,6
82.34,60,6
91.46,60,6
86.28,61,6
91.86,61,6
92.28,61,6
93.44,61,6
90.98,62,6
94.50,62,6
97.26,63,6
99.30,63,6
99.44,64,6
98.12,64,6
96.84,64,6
96.70,64,6
96.90,64,6
99.26,64,6
101.14,64,6
101.17,64,6
102.88,65,6
105.55,65,6
101.16,65,6
103.28,65,6
104.23,65,6
108.17,65,6
106.65,65,6
110.85,65,6
107.50,66,6
109.96,66,6
106.83,66,6
108.39,66,6
109.85,66,6
106.64,66,6
114.89,66,6
112.98,66,6
113.76,66,6
118.49,67,6
105.79,67,6
120.31,67,6
109.83,67,6
112.14,67,6
115.89,67,6
126.83,67,6
112.83,67,6
119.36,67,6
118.84,67,6
115.29,67,6
121.24,68,6
113.74,68,6
130.13,68,6
119.37,68,6
124.53,68,6
121.26,68,6
125.15,68,6
123.25,68,6
123.45,68,6
123.11,69,6
127.45,69,6
122.93,69,6
129.02,69,6
125.48,69,6
130.44,69,6
128.41,69,6
126.80,69,6
125.97,69,6
128.94,70,6
131.52,70,6
130.13,70,6
130.97,70,6
133.99,70,6
129.42,70,6
132.20,70,6
132.36,71,6
135.14,71,6
138.45,71,6
138.44,71,6
136.15,72,6
141.78,72,6
142.33,73,6
144.66,73,6
142.86,73,6
147.71,73,6
145.69,73,6
147.62,73,6
156.44,74,6
166.36,76,6
174.68,79,6
42.95,46,7
44.03,48,7
44.99,48,7
44.33,48,7
50.21,50,7
53.11,51,7
65.87,52,7
58.97,52,7
57.11,53,7
57.48,53,7
58.73,53,7
59.76,53,7
61.78,53,7
60.76,53,7
68.22,55,7
67.63,55,7
66.55,56,7
68.99,56,7
68.53,56,7
70.19,56,7
69.59,56,7
71.02,56,7
67.30,56,7
69.48,57,7
74.36,57,7
76.19,57,7
72.56,57,7
74.51,57,7
72.07,57,7
77.31,58,7
75.19,58,7
76.16,58,7
75.25,58,7
76.72,58,7
73.75,58,7
70.43,58,7
81.64,58,7
79.69,58,7
77.08,59,7
81.62,59,7
77.19,59,7
79.91,59,7
83.65,59,7
81.18,59,7
84.89,59,7
81.17,59,7
79.63,59,7
82.72,59,7
79.46,60,7
82.04,60,7
78.10,60,7
82.09,60,7
82.04,60,7
84.36,60,7
85.21,60,7
86.89,60,7
85.92,60,7
87.25,60,7
83.75,60,7
88.21,60,7
92.80,60,7
90.37,60,7
87.28,60,7
87.37,60,7
85.52,60,7
83.18,60,7
84.23,60,7
87.67,61,7
89.91,61,7
88.73,61,7
88.03,61,7
92.44,61,7
88.59,61,7
88.67,61,7
90.17,61,7
90.04,61,7
88.26,61,7
92.46,62,7
88.88,62,7
91.04,62,7
92.27,62,7
93.99,62,7
91.47,62,7
91.11,62,7
94.85,62,7
92.43,62,7
96.13,62,7
92.63,62,7
93.39,62,7
96.40,62,7
95.46,63,7
96.46,63,7
100.29,63,7
94.03,63,7
94.93,63,7
100.14,63,7
94.13,63,7
94.17,63,7
98.56,63,7
95.65,63,7
93.93,63,7
99.17,63,7
101.14,63,7
97.91,63,7
104.48,64,7
100.86,64,7
98.67,64,7
100.21,64,7
102.96,64,7
100.67,64,7
98.64,64,7
101.85,64,7
99.78,64,7
100.29,64,7
99.47,64,7
93.75,64,7
102.26,64,7
106.63,64,7
102.31,64,7
103.24,65,7
102.92,65,7
104.11,65,7
110.06,65,7
108.45,65,7
110.77,66,7
107.67,66,7
107.22,66,7
111.08,66,7
110.11,66,7
110.56,66,7
116.27,66,7
113.60,66,7
114.16,67,7
109.80,67,7
110.38,67,7
110.27,67,7
111.24,67,7
119.49,68,7
118.42,69,7
128.29,69,7
130.37,70,7
136.63,72,7
73.09,57,8
79.62,58,8
69.53,58,8
83.74,59,8
88.25,60,8
89.83,60,8
90.37,60,8
86.10,62,8
96.99,62,8
95.87,62,8
97.14,62,8
90.13,62,8
97.78,62,8
103.14,63,8
101.31,63,8
96.90,64,8
89.42,64,8
102.74,64,8
103.50,64,8
104.31,64,8
99.81,64,8
102.10,65,8
110.32,65,8
108.10,65,8
110.28,65,8
112.78,65,8
111.50,65,8
108.46,65,8
111.08,65,8
109.42,65,8
113.93,66,8
112.61,66,8
113.07,67,8
118.35,67,8
122.32,67,8
119.49,67,8
113.12,67,8
109.97,67,8
113.93,67,8
114.77,67,8
116.17,67,8
118.15,67,8
121.76,68,8
116.20,68,8
119.04,68,8
124.23,68,8
125.01,68,8
123.90,68,8
109.29,68,8
114.66,68,8
124.87,68,8
117.52,68,8
124.64,68,8
130.56,68,8
124.66,68,8
127.73,68,8
133.51,68,8
125.92,68,8
126.55,69,8
130.25,70,8
120.22,70,8
136.31,70,8
134.58,70,8
132.29,70,8
132.39,70,8
121.84,70,8
133.77,71,8
137.00,71,8
138.48,71,8
126.64,71,8
134.33,71,8
138.24,72,8
138.66,72,8
140.15,72,8
140.08,73,8
142.27,73,8
152.67,73,8
151.92,73,8
147.18,73,8
151.98,74,8
152.12,74,8
137.90,75,8
121.50,75,8
160.16,75,8
160.10,75,8
164.49,75,8
164.03,77,8
171.36,78,8
179.99,78,8
12.28,30,9
64.12,55,9
66.78,56,9
71.46,57,9
80.44,59,9
82.03,59,9
80.99,59,9
87.45,60,9
87.11,60,9
89.10,60,9
89.69,60,9
87.25,60,9
84.68,60,9
90.27,61,9
90.69,61,9
89.70,61,9
98.12,61,9
96.17,62,9
93.01,62,9
94.03,62,9
91.92,62,9
95.73,62,9
93.25,63,9
99.56,63,9
94.58,63,9
94.95,63,9
96.00,63,9
101.80,64,9
96.70,64,9
96.47,64,9
98.83,64,9
100.28,64,9
101.13,64,9
103.22,64,9
103.37,64,9
109.70,64,9
101.99,64,9
106.58,64,9
101.08,65,9
102.11,65,9
103.43,65,9
105.68,65,9
108.36,65,9
107.29,65,9
107.14,65,9
108.23,65,9
107.67,65,9
105.65,65,9
107.67,65,9
109.21,65,9
107.47,66,9
106.53,66,9
110.56,66,9
114.31,66,9
106.35,66,9
111.16,66,9
111.21,66,9
116.46,66,9
109.69,66,9
111.16,67,9
111.94,67,9
112.85,67,9
117.44,67,9
115.66,67,9
115.93,67,9
111.62,67,9
113.80,67,9
114.52,67,9
114.78,67,9
114.81,67,9
113.59,67,9
112.92,67,9
116.43,67,9
122.37,67,9
120.69,67,9
120.21,67,9
118.36,67,9
119.70,68,9
117.76,68,9
124.49,68,9
121.00,68,9
126.93,68,9
124.08,68,9
127.68,68,9
126.41,69,9
128.74,69,9
125.75,69,9
122.95,69,9
124.44,69,9
128.62,69,9
125.51,69,9
128.33,69,9
121.13,69,9
131.15,69,9
129.47,69,9
132.24,70,9
127.32,70,9
138.40,70,9
128.01,70,9
135.91,70,9
135.62,70,9
132.47,70,9
129.66,70,9
131.92,70,9
135.58,71,9
133.58,71,9
136.45,71,9
132.10,71,9
140.29,72,9
141.68,72,9
144.04,72,9
138.54,72,9
145.08,72,9
141.82,73,9
144.09,73,9
151.15,73,9
71.67,56,10
74.45,56,10
80.65,58,10
87.26,59,10
89.38,60,10
89.74,60,10
93.66,61,10
96.61,62,10
95.94,62,10
98.18,62,10
98.14,63,10
105.93,63,10
107.10,64,10
103.14,64,10
105.37,64,10
110.77,65,10
111.09,65,10
109.17,65,10
107.17,65,10
113.93,65,10
116.21,66,10
116.09,66,10
117.75,66,10
116.91,66,10
121.60,67,10
120.83,67,10
122.92,67,10
134.84,67,10
123.13,67,10
116.05,67,10
122.93,67,10
121.45,67,10
119.68,67,10
124.24,67,10
124.75,67,10
122.35,68,10
128.37,68,10
129.59,68,10
126.24,68,10
128.44,68,10
129.28,68,10
128.74,68,10
135.67,70,10
136.30,70,10
136.18,71,10
138.34,71,10
143.83,71,10
147.95,72,10
139.21,72,10
148.27,73,10
153.73,73,10
159.59,75,10
68.89,55,11
71.49,56,11
75.94,58,11
79.04,59,11
88.82,60,11
97.08,62,11
93.28,62,11
95.75,62,11
98.57,62,11
93.22,62,11
99.82,63,11
100.56,63,11
103.07,63,11
97.61,63,11
97.84,64,11
100.69,64,11
106.71,64,11
105.20,64,11
108.05,64,11
107.91,65,11
113.24,65,11
112.70,66,11
113.12,66,11
113.59,66,11
118.23,67,11
112.20,67,11
118.28,67,11
117.72,67,11
125.27,68,11
121.32,68,11
133.27,68,11
126.02,68,11
126.38,69,11
120.75,69,11
126.56,69,11
130.18,69,11
128.03,69,11
129.36,69,11
129.12,69,11
128.66,70,11
127.80,70,11
137.34,70,11
131.10,70,11
128.71,70,11
129.30,70,11
135.37,71,11
141.48,72,11
141.30,72,11
143.77,72,11
148.50,72,11
144.60,72,11
141.57,73,11
152.89,73,11
152.53,73,11
150.23,73,11
151.33,73,11
158.30,74,11
145.72,74,11
161.28,74,11
148.84,74,11
150.79,75,11
158.94,75,11
158.95,75,11
164.27,76,11
166.87,76,11
165.68,76,11
170.17,78,11
183.26,80,11
65.53,54,12
68.17,56,12
74.11,57,12
82.72,60,12
89.93,60,12
81.90,60,12
91.47,61,12
92.14,61,12
90.81,61,12
92.34,61,12
90.95,61,12
91.11,62,12
96.92,62,12
94.35,62,12
92.23,63,12
102.63,64,12
98.33,64,12
100.32,64,12
100.41,64,12
109.73,64,12
107.94,64,12
103.30,64,12
103.37,64,12
105.12,64,12
107.95,65,12
106.66,65,12
106.50,65,12
108.40,65,12
108.63,65,12
107.60,65,12
106.09,65,12
112.30,65,12
109.84,66,12
113.56,66,12
110.99,66,12
111.26,66,12
110.47,66,12
116.62,67,12
117.05,67,12
116.72,67,12
115.82,67,12
115.87,67,12
112.69,67,12
110.94,67,12
115.93,67,12
118.16,67,12
121.56,67,12
116.61,67,12
119.05,67,12
120.03,67,12
121.21,67,12
118.54,67,12
118.58,67,12
120.85,68,12
121.97,68,12
123.49,68,12
129.72,68,12
127.95,68,12
124.18,68,12
125.66,68,12
133.76,70,12
130.85,70,12
131.26,70,12
125.07,70,12
141.99,70,12
131.81,70,12
137.55,70,12
132.28,70,12
131.78,70,12
130.06,70,12
136.12,70,12
129.15,71,12
140.99,72,12
144.82,73,12
152.08,73,12
150.37,73,12
150.73,73,12
161.05,74,12
160.40,75,12
186.60,78,12
56.26,52,13
56.48,52,13
57.45,53,13
62.43,53,13
64.15,54,13
67.20,55,13
70.93,56,13
73.86,57,13
78.27,57,13
73.84,57,13
73.18,57,13
79.50,59,13
82.24,59,13
83.18,59,13
80.78,59,13
76.54,59,13
89.58,60,13
87.17,60,13
87.79,60,13
89.69,60,13
90.39,60,13
80.84,60,13
89.84,61,13
86.66,61,13
96.01,62,13
94.73,62,13
92.49,62,13
100.94,63,13
109.57,64,13
95.20,64,13
105.48,64,13
104.73,65,13
105.07,65,13
112.06,65,13
115.36,67,13
117.72,67,13
116.49,67,13
117.73,67,13
116.30,67,13
113.49,68,13
120.08,68,13
126.96,68,13
134.29,71,13
138.54,72,13
141.66,72,13
134.32,72,13
134.29,72,13
139.33,72,13
151.09,73,13
152.35,75,13
85.34,59,14
91.54,60,14
99.94,63,14
105.83,64,14
105.35,65,14
108.87,65,14
113.84,66,14
122.47,67,14
121.91,67,14
121.18,67,14
125.92,67,14
122.29,68,14
127.89,68,14
127.16,68,14
128.64,69,14
128.43,69,14
128.11,69,14
134.76,69,14
125.78,69,14
136.25,70,14
136.69,70,14
140.03,70,14
140.27,70,14
145.51,71,14
143.50,71,14
149.23,71,14
140.91,71,14
150.59,73,14
154.55,73,14
161.53,73,14
161.64,74,14
170.16,75,14
70.70,57,15
94.85,61,15
86.78,61,15
98.49,63,15
93.55,63,15
93.87,63,15
103.96,65,15
109.82,65,15
111.51,66,15
110.92,66,15
108.69,66,15
114.24,66,15
112.71,66,15
117.13,66,15
110.20,66,15
115.89,67,15
115.99,67,15
116.38,67,15
114.92,67,15
115.70,67,15
118.00,67,15
122.60,67,15
121.33,67,15
114.00,68,15
119.78,68,15
119.08,68,15
121.72,68,15
126.51,68,15
119.52,68,15
124.31,68,15
125.00,69,15
126.64,69,15
133.75,70,15
131.68,70,15
131.14,70,15
131.37,70,15
137.22,70,15
138.31,71,15
137.91,71,15
138.00,71,15
140.84,71,15
140.30,71,15
144.14,72,15
145.73,72,15
143.54,72,15
146.48,73,15
150.08,74,15
161.99,75,15
57.10,52,16
61.66,53,16
59.96,53,16
78.44,58,16
82.12,59,16
81.76,59,16
88.08,60,16
87.10,61,16
92.16,62,16
105.39,64,16
107.00,64,16
104.59,64,16
107.02,65,16
109.89,65,16
104.99,65,16
113.19,65,16
109.94,65,16
106.78,65,16
116.10,66,16
111.57,66,16
118.36,66,16
117.59,66,16
120.25,66,16
116.76,67,16
122.68,67,16
121.61,67,16
120.92,67,16
115.16,67,16
120.37,68,16
128.25,68,16
124.30,68,16
121.41,68,16
127.61,69,16
130.09,69,16
127.67,69,16
132.68,69,16
132.74,69,16
133.67,70,16
133.22,70,16
136.36,70,16
135.63,70,16
133.17,70,16
139.20,71,16
142.72,71,16
134.72,71,16
134.56,71,16
140.42,71,16
147.08,72,16
147.84,73,16
153.49,73,16
148.74,73,16
154.94,74,16
158.12,75,16
163.36,75,16
185.08,77,16
173.32,77,16
112.52,65,17
118.19,66,17
122.13,66,17
115.06,66,17
114.39,67,17
117.10,67,17
122.36,67,17
119.37,67,17
126.79,67,17
126.19,68,17
125.52,68,17
123.98,68,17
127.29,68,17
130.56,68,17
142.08,70,17
138.08,71,17
138.73,71,17
138.09,71,17
146.27,72,17
156.93,73,17
145.09,73,17
69.53,54,18
79.73,58,18
84.93,59,18
88.47,59,18
88.53,60,18
93.52,60,18
93.12,61,18
89.14,61,18
99.01,62,18
97.41,62,18
98.63,63,18
101.72,63,18
100.92,63,18
99.21,63,18
101.03,64,18
110.17,64,18
106.54,64,18
107.52,64,18
104.83,64,18
110.71,64,18
111.86,65,18
108.59,66,18
113.85,66,18
116.33,66,18
118.99,67,18
114.11,67,18
129.84,69,18
133.79,69,18
130.44,69,18
124.25,69,18
135.27,70,18
133.45,70,18
131.47,70,18
137.61,71,18
139.80,72,18
114.32,73,18
151.71,74,18
171.93,75,18
173.96,75,18
182.74,79,18
51.84,50,19
52.96,51,19
57.25,52,19
56.63,52,19
67.77,55,19
66.05,55,19
67.65,56,19
73.90,57,19
71.15,57,19
77.19,57,19
75.36,58,19
74.80,58,19
78.50,58,19
78.76,59,19
77.11,59,19
80.21,59,19
80.53,59,19
86.68,59,19
84.90,60,19
89.52,60,19
82.98,60,19
83.66,60,19
85.31,61,19
90.44,61,19
89.44,61,19
89.95,61,19
86.89,61,19
101.30,62,19
96.94,62,19
93.30,62,19
100.92,63,19
100.68,64,19
102.97,64,19
102.60,64,19
101.08,64,19
101.37,64,19
102.72,64,19
108.45,65,19
103.68,65,19
103.21,65,19
106.92,66,19
105.61,66,19
114.05,66,19
115.74,66,19
110.49,66,19
111.71,67,19
113.45,67,19
115.28,67,19
117.50,67,19
115.91,67,19
113.48,67,19
117.11,67,19
122.02,67,19
126.30,68,19
123.51,68,19
127.16,68,19
124.84,69,19
123.50,69,19
126.20,69,19
128.10,69,19
127.68,70,19
135.77,70,19
139.63,72,19
43.06,48,20
48.58,49,20
63.28,55,20
68.56,56,20
65.32,56,20
69.01,56,20
72.61,57,20
78.44,58,20
83.88,59,20
83.76,60,20
81.39,60,20
84.67,60,20
86.17,60,20
84.95,60,20
88.51,60,20
84.08,60,20
85.87,60,20
80.64,60,20
80.97,60,20
84.94,61,20
92.58,61,20
91.48,61,20
93.26,62,20
92.07,62,20
89.77,62,20
98.02,62,20
94.85,62,20
95.45,62,20
93.98,62,20
93.89,62,20
96.67,62,20
91.14,62,20
94.05,63,20
98.09,63,20
97.70,63,20
100.33,63,20
101.80,63,20
92.40,64,20
100.62,64,20
96.39,64,20
103.36,64,20
108.41,64,20
100.82,64,20
99.06,64,20
104.68,64,20
100.79,64,20
100.67,64,20
107.31,64,20
98.73,64,20
106.14,65,20
104.68,65,20
103.82,65,20
110.39,65,20
108.86,65,20
106.86,65,20
111.70,65,20
107.58,65,20
103.95,65,20
110.21,65,20
108.88,65,20
104.69,66,20
114.81,66,20
111.48,66,20
117.84,66,20
106.57,67,20
116.10,67,20
113.58,67,20
112.79,67,20
118.69,67,20
117.43,67,20
115.17,67,20
114.36,67,20
118.03,67,20
120.60,67,20
117.82,67,20
119.54,67,20
119.64,68,20
117.97,68,20
117.93,68,20
118.27,68,20
120.08,68,20
124.19,68,20
120.40,68,20
119.74,68,20
118.22,68,20
119.38,68,20
125.56,69,20
127.65,69,20
120.30,69,20
130.08,69,20
126.78,69,20
129.78,69,20
128.26,69,20
123.92,69,20
128.48,70,20
128.13,70,20
129.26,70,20
130.94,70,20
130.53,70,20
133.66,70,20
132.81,70,20
134.78,70,20
134.24,71,20
137.21,71,20
134.99,71,20
130.11,71,20
146.49,72,20
141.73,72,20
141.85,72,20
142.52,72,20
137.07,72,20
141.91,72,20
143.28,73,20
143.26,73,20
144.67,73,20
152.34,73,20
145.30,73,20
159.54,74,20
155.40,74,20
149.31,74,20
153.71,75,20
161.73,76,20
175.30,79,20
79.67,57,21
80.18,60,21
87.92,61,21
100.00,64,21
93.38,64,21
100.33,64,21
105.73,65,21
115.54,66,21
111.76,66,21
110.57,67,21
118.54,67,21
113.31,68,21
122.44,69,21
124.39,69,21
129.73,69,21
135.47,70,21
127.80,70,21
131.69,71,21
132.40,71,21
138.01,71,21
139.11,71,21
135.06,71,21
136.14,72,21
139.72,72,21
136.84,72,21
141.84,72,21
150.70,72,21
144.83,72,21
141.14,73,21
152.25,73,21
152.56,73,21
143.64,73,21
139.80,73,21
143.66,73,21
148.32,73,21
140.33,73,21
149.80,73,21
146.48,73,21
140.22,73,21
149.37,73,21
148.65,74,21
154.95,74,21
159.52,74,21
145.56,74,21
159.52,74,21
141.11,74,21
152.48,74,21
159.64,74,21
155.55,74,21
157.01,75,21
150.24,75,21
151.30,75,21
161.29,75,21
152.46,75,21
164.88,75,21
162.36,75,21
153.54,75,21
158.99,75,21
164.57,75,21
162.43,75,21
163.29,75,21
159.49,76,21
159.23,76,21
170.13,76,21
164.53,76,21
163.63,76,21
171.46,76,21
163.11,76,21
174.34,77,21
171.33,77,21
173.36,77,21
174.57,77,21
180.91,77,21
175.63,77,21
175.70,77,21
176.49,77,21
176.93,78,21
175.70,78,21
171.32,78,21
176.88,78,21
174.43,78,21
174.80,78,21
184.21,79,21
179.24,79,21
189.16,80,21
199.54,80,21
191.81,80,21
191.64,80,21
196.32,81,21
194.42,81,21
191.05,81,21
198.20,81,21
203.26,81,21
194.85,81,21
195.04,81,21
209.32,83,21
211.45,83,21
207.42,83,21
211.17,83,21
215.04,83,21
222.22,83,21
18.65,34,22
43.18,48,22
51.90,51,22
59.47,53,22
71.00,57,22
79.61,58,22
92.22,60,22
79.59,60,22
90.09,61,22
93.17,61,22
84.44,61,22
90.20,61,22
88.07,61,22
93.66,62,22
93.37,62,22
95.43,62,22
89.14,62,22
94.88,62,22
96.75,62,22
100.50,63,22
101.70,63,22
97.54,63,22
97.93,63,22
96.13,63,22
94.46,63,22
95.83,63,22
104.59,64,22
101.86,64,22
102.01,64,22
100.85,64,22
108.65,64,22
108.78,65,22
99.15,65,22
102.12,65,22
102.55,65,22
103.18,65,22
110.44,65,22
102.41,65,22
102.75,65,22
104.88,65,22
105.95,66,22
105.75,66,22
103.59,66,22
113.29,66,22
107.75,66,22
111.31,66,22
104.02,66,22
112.35,66,22
115.39,66,22
111.29,66,22
109.20,66,22
111.99,66,22
116.61,66,22
114.07,66,22
107.20,66,22
112.28,66,22
110.14,67,22
112.70,67,22
110.58,67,22
118.24,67,22
111.22,67,22
110.38,67,22
116.33,67,22
115.96,67,22
114.81,67,22
115.06,67,22
110.75,67,22
114.76,67,22
123.13,67,22
114.74,67,22
112.21,67,22
121.66,67,22
112.19,67,22
118.89,67,22
120.16,67,22
118.60,67,22
121.62,67,22
116.76,67,22
114.42,67,22
116.35,68,22
120.24,68,22
119.62,68,22
124.58,68,22
117.46,68,22
118.94,68,22
120.99,68,22
122.98,68,22
119.48,68,22
118.64,68,22
111.87,68,22
123.75,68,22
124.64,68,22
123.34,68,22
121.62,68,22
120.35,68,22
121.18,68,22
120.26,68,22
125.99,69,22
